"article_id","title","link","pub_date","summary","categories","media_url"
1,"Some on-air claims about Dominion Voting Systems were false, Fox News acknowledges in statement after deal is announced","https://www.cnn.com/business/live-news/fox-news-dominion-trial-04-18-23/index.html","2023-04-19 12:44:51","No description","[""General""]",NULL
2,"Dominion still has pending lawsuits against election deniers such as Rudy Giuliani and Sidney Powell","https://www.cnn.com/business/live-news/fox-news-dominion-trial-04-18-23/h_8d51e3ae2714edaa0dace837305d03b8","2024-10-09 10:50:14.301041","No description","[""General""]",NULL
3,"Here are the 20 specific Fox broadcasts and tweets Dominion says were defamatory","https://www.cnn.com/2023/04/17/media/dominion-fox-news-allegations/index.html","2023-04-17 16:01:11","• Fox-Dominion trial delay 'is not unusual,' judge says
• Fox News' defamation battle isn't stopping Trump's election lies","[""General""]",NULL
4,"Judge in Fox News-Dominion defamation trial: 'The parties have resolved their case'","https://www.cnn.com/2023/04/18/media/fox-dominion-settlement/index.html","2023-04-19 08:28:17","The judge just announced in court that a settlement has been reached in the historic defamation case between Fox News and Dominion Voting Systems.","[""General""]",NULL
5,"'Difficult to say with a straight face': Tapper reacts to Fox News' statement on settlement","https://www.cnn.com/videos/politics/2023/04/18/jake-tapper-dominion-lawsuit-settlement-fox-news-statement-lead-vpx.cnn","2023-04-18 21:17:44","A settlement has been reached in Dominion Voting Systems' defamation case against Fox News, the judge for the case announced. The network will pay more than $787 million to Dominion, a lawyer for the company said.","[""General""]",NULL
6,"Millions in the US could face massive consequences unless McCarthy can navigate out of a debt trap he set for Biden","https://www.cnn.com/2023/04/18/politics/mccarthy-biden-debt-ceiling/index.html","2023-04-18 20:34:45","• DeSantis goes to Washington, a place he once despised, looking for support to take on Trump
• Opinion: For the GOP to win, it must ditch Trump
• Chris Christie mulling 2024 White House bid
• Analysis: The fire next time has begun burning in Tennessee","[""General""]",NULL
7,"White homeowner accused of shooting a Black teen who rang his doorbell turns himself in to face criminal charges","https://www.cnn.com/2023/04/18/us/kansas-city-ralph-yarl-shooting-tuesday/index.html","2023-04-19 04:29:05","• 'A major part of Ralph died': Aunt of teen shot after ringing wrong doorbell speaks
• 20-year-old woman shot after friend turned into the wrong driveway in upstate New York, officials say","[""General""]",NULL
8,"Newly released video shows scene of Jeremy Renner's snowplow accident","https://www.cnn.com/videos/us/2023/04/18/jeremy-renner-snowplow-accident-bodycam-nc-melas-contd-vpx.cnn","2023-04-18 14:09:43","Newly released body camera footage shows firefighters and sheriff's deputies rushing to help actor Jeremy Renner after a near-fatal snowplow accident in January. The ""Avengers"" actor broke more than 30 bones and suffered other severe injuries. CNN's Chloe Melas has more.","[""General""]",NULL
9,"Jake Gyllenhaal and Jamie Lee Curtis spent the Covid-19 lockdown together","https://www.cnn.com/2023/04/18/entertainment/jake-gyllenhaal-jamie-lee-curtis-pandemic-living/index.html","2023-04-18 14:40:32","It's sourdough bread and handstands for Jake Gyllenhaal and Jamie Lee Curtis.","[""General""]",NULL
10,"Toddler crawls through White House fence, prompts Secret Service response","https://www.cnn.com/2023/04/18/politics/white-house-toddler/index.html","2023-04-18 17:38:16","A tiny intruder infiltrated White House grounds Tuesday, prompting a swift response from the US Secret Service.","[""General""]",NULL
11,"Jamie Foxx remains hospitalized nearly a week after 'medical complication'","https://www.cnn.com/2023/04/17/entertainment/jamie-foxx-remains-hospitalized/index.html","2023-04-18 00:27:07","Jamie Foxx remains hospitalized in Georgia nearly a week after his daughter revealed the actor experienced a ""medical complication,"" a source with knowledge of the matter told CNN on Monday.","[""General""]",NULL
12,"A 13-year-old dies after participating in a Benadryl TikTok 'challenge'","https://www.cnn.com/2023/04/18/us/benadryl-tiktok-challenge-teen-death-wellness/index.html","2023-04-19 15:01:06","A 13-year-old in Ohio has died after ""he took a bunch of Benadryl,"" trying a dangerous TikTok challenge that's circulating online, according to a CNN affiliate and a GoFundMe account from his family.","[""General""]",NULL
13,"See pizza delivery guy take out suspect fleeing police","https://www.cnn.com/videos/us/2023/04/18/pizza-guy-trips-perp-moos-cprog-orig-bdk.cnn","2023-04-18 16:40:22","Pizza guy delivers more than a pie, taking out a fleeing suspect. CNN's Jeanne Moos shows him putting his best foot forward.","[""General""]",NULL
14,"Netflix is winding down its DVD business after 25 years","https://www.cnn.com/2023/04/18/media/netflix-dvd-red-envelopes/index.html","2023-04-18 20:10:51","Netflix is officially winding down the business that helped make it a household name.","[""General""]",NULL
15,"FTC chair Lina Khan warns AI could 'turbocharge' fraud and scams","https://www.cnn.com/2023/04/18/tech/lina-khan-ai-warning/index.html","2023-04-18 17:59:38","Artificial intelligence tools such as ChatGPT could lead to a ""turbocharging"" of consumer harms including fraud and scams, and the US government has substantial authority to crack down on AI-driven consumer harms under existing law, members of the Federal Trade Commission said Tuesday.","[""General""]",NULL
16,"Eating too much of these foods is driving the rise in type 2 diabetes, study says","https://www.cnn.com/2023/04/17/health/rise-type-2-diabetes-global-wellness/index.html","2023-04-17 16:02:46","Gobbling up too many refined wheat and rice products, along with eating too few whole grains, is fueling the growth of new cases of type 2 diabetes worldwide, according to a new study that models data through 2018.","[""General""]",NULL
17,"ADHD medication abuse in schools is a 'wake-up call'","https://www.cnn.com/2023/04/18/health/teen-misuse-adhd-meds-wellness/index.html","2023-04-25 17:44:36","At some middle and high schools in the United States, 1 in 4 teens report they've abused prescription stimulants for attention deficit hyperactivity disorder during the year prior, a new study found.","[""General""]",NULL
18,"Apple CEO was presented with an original Macintosh. See his reaction","https://www.cnn.com/videos/tech/2023/04/18/apple-store-mumbai-india-ceo-tim-cook-vedika-sud-ovn-biz-ldn-vpx.cnn","2023-04-18 09:17:25","CEO Tim Cook personally welcomed customers to the new Apple store in Mumbai as the tech company opens its first retail stores in India. CNN's Vedika Sud reports.","[""General""]",NULL
19,"Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear","https://www.cnn.com/2023/04/18/politics/clarence-thomas-ethics-democrats/index.html","2023-04-18 20:29:46","Senate Democrats railed against Justice Clarence Thomas on Tuesday amid reports that the Supreme Court conservative failed to disclose luxury travel, gifts and a real estate transaction involving a GOP megadonor, but their plan to investigate the conservative jurist remains unclear.","[""General""]",NULL
20,"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials","https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html","2024-10-09 10:50:14.342479","• Jailed Wall Street Journal reporter Evan Gershkovich denied detention appeal in Moscow
• Putin visits Russian troops at military headquarters in Kherson
• Watch moment WSJ journalist appears in Russian court","[""General""]",NULL
21,"Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine","https://www.cnn.com/2023/04/17/europe/wagner-commanders-russia-kill-children-intl-hnk/index.html","2023-04-18 19:07:52","Two Russian men who claim to be former Wagner Group commanders have told a human rights activist that they killed children and civilians during their time in Ukraine.","[""General""]",NULL
22,"'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney","https://www.cnn.com/videos/business/2023/04/18/desantis-disney-competition-panel-reax-pt-vpx.cnn","2023-04-18 03:24:56","CNN panelists react to Florida Gov. Ron DeSantis floating the idea of building a competing theme park next to Disney World in Orlando.","[""General""]",NULL
23,"GOP prepared to block vote to replace Feinstein on Senate Judiciary","https://www.cnn.com/2023/04/18/politics/schumer-senate-feinstein-vote-cardin/index.html","2023-04-18 22:03:13","Senate Majority Leader Chuck Schumer said on Tuesday that he hopes to replace Democratic Sen. Dianne Feinstein on the Senate Judiciary Committee with Sen. Ben Cardin of Maryland and aims to set up a floor vote on the issue this afternoon, which Republicans are expected to block.","[""General""]",NULL
24,"Oklahoma governor calls on officials to resign over recording of racist and threatening remarks","https://www.cnn.com/2023/04/18/us/mccurtain-county-oklahoma-officials-recording/index.html","2023-04-18 17:33:17","No description","[""General""]",NULL
25,"McCarthy slams Biden in handling of US debt","https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn","2023-04-18 22:03:01","House Speaker Kevin McCarthy traveled to Wall Street on Monday to deliver a fresh warning that the House GOP majority will refuse to lift a cap on government borrowing unless Biden agrees to spending cuts that would effectively neutralize his domestic agenda.","[""General""]",NULL
26,"US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant","https://www.cnn.com/2023/04/18/politics/us-warns-russia-zaporizhzhia-nuclear-plant/index.html","2023-04-19 08:35:33","The US has sensitive nuclear technology at a nuclear power plant inside Ukraine and is warning Russia not to touch it, according to a letter the US Department of Energy sent to Russia's state-owned nuclear energy firm Rosatom last month.","[""General""]",NULL
27,"Repeated gunshots fired on live TV as ex-lawmaker shot by assassins","https://www.cnn.com/videos/world/2023/04/18/india-ex-lawmaker-atiq-ahmed-assassination-sud-pkg-contd-ovn-intl-hnk-vpx.cnn","2023-04-18 09:41:42","Atiq Ahmed, a former lawmaker in India's parliament, convicted of kidnapping, was shot dead along with his brother while police were escorting them for a medical check-up in a slaying caught on live television on Saturday. CNN's Vedika Sud reports.","[""General""]",NULL
28,"FDA clears the way for additional bivalent boosters for certain vulnerable individuals","https://www.cnn.com/2023/04/18/health/fda-bivalent-booster-additional-doses/index.html","2023-04-18 15:09:15","The U.S. Food and Drug Administration amended the terms of its emergency use authorizations for the Pfizer and Moderna bivalent vaccines on Tuesday, allowing people ages 65 and older and certain people with weakened immunity to get additional doses before this fall's vaccination campaigns.","[""General""]",NULL
29,"Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving","https://www.cnn.com/2023/04/18/us/maine-shooting-bowdoin-yarmouth/index.html","2023-04-19 01:49:51","Maine authorities have detained a person of interest and continue to investigate after two shooting incidents that appear to be connected left at least four people dead and three others injured, state police said.","[""General""]",NULL
30,"Southwest says flights resumed after delays caused by 'tech issues'","https://www.cnn.com/travel/article/southwest-airlines-flight-delays/index.html","2023-04-18 17:15:29","• Delta Air Lines reports record bookings for summer travel
• Air France and Airbus acquitted in trial over 2009 plane crash","[""General""]",NULL
31,"Damar Hamlin cleared to resume football activities after January cardiac arrest","https://www.cnn.com/2023/04/18/sport/damar-hamlin-cleared-to-train-nfl-spt-intl/index.html","2023-04-18 22:11:37","Buffalo Bills safety Damar Hamlin, who has been cleared to resume football activities, said Tuesday his cardiac arrest during an NFL game in January was caused by commotio cordis.","[""General""]",NULL
32,"Pilot makes history after landing on top of a 56-story hotel","https://www.cnn.com/videos/travel/2023/03/17/pilot-lands-on-dubai-helipad-cprog-orig-aw-ao.cnn","2023-03-19 11:22:30","Polish pilot Lukasz Czepiela made history after landing a plane on a helipad at the top of a 56-story hotel in Dubai.","[""General""]",NULL
33,"Top US Navy admiral defends non-binary sailor amid some Republican criticism","https://www.cnn.com/2023/04/18/politics/gilday-defends-non-binary-sailor/index.html","2023-04-18 19:56:40","The top US Navy admiral ardently defended a non-binary sailor on Tuesday amid some criticism from Republican lawmakers, saying he is ""particularly proud of this sailor.""","[""General""]",NULL
34,"Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified","https://www.cnn.com/2023/04/18/politics/fulton-county-trump-fake-electors/index.html","2023-04-19 15:31:24","The Fulton County District Attorney's office said some fake electors for Donald Trump have implicated each other in potential criminal activity and is seeking to disqualify their lawyer, according to a new court filing.","[""General""]",NULL
35,"High speed trains are racing across the world. But not in America","https://www.cnn.com/travel/article/high-speed-rail-us/index.html","2023-04-19 02:39:40","High speed trains have proved their worth across the world over the past 50 years.","[""General""]",NULL
36,"Podcast: One country musician is calling for other artists to oppose assault rifles","https://www.cnn.com/audio/podcasts/the-assignment/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5","2024-10-09 10:50:14.368479","No description","[""General""]",NULL
37,"Here's what you need to know if you haven't filed your return yet — and even if you have","https://www.cnn.com/2023/04/18/success/tax-day-2023-file-irs/index.html","2023-04-18 14:15:43","It's April 18, the official deadline to file your federal and state income tax returns for 2022. (It is also, apparently, National Animal Crackers Day for those who celebrate.)","[""General""]",NULL
38,"Undocumented immigrants are paying their taxes today, too","https://www.cnn.com/2023/04/18/us/undocumented-immigrants-taxes-cec/index.html","2023-04-18 18:29:24","It's a surprising fact that's often overlooked in the immigration debate.","[""General""]",NULL
39,"Opinion: Why millionaires like us want to pay more in taxes","https://www.cnn.com/2023/04/17/opinions/us-tax-system-wealthy-disney-pearl/index.html","2023-04-17 19:32:49","Tuesday is Tax Day in America, one of the most stressful days of the year, when many taxpayers will finally end their procrastination, file their federal returns, and hope for a refund from the IRS. But for many of the nation's wealthiest, it's just another Tuesday.","[""General""]",NULL
40,"'World's longest' purpose-built cycling tunnel opens in Norway","https://www.cnn.com/travel/article/worlds-longest-cycling-tunnel/index.html","2023-04-18 10:44:27","There are many ways to explore the seven mountains that surround the picturesque UNESCO World Heritage city of Bergen on Norway's fjord-studded west coast. The newest, however, might well be record-breaking.","[""General""]",NULL
41,"Artist rejects photo prize after AI-generated image wins award","https://www.cnn.com/style/article/ai-photo-win-sony-scli-intl/index.html","2023-04-18 15:27:54","A German artist has rejected an award from a prestigious international photography competition after revealing that his submission was generated by Artificial Intelligence (AI).","[""General""]",NULL
42,"These ships disappeared in Lake Superior a century ago. Watch as they're found again","https://www.cnn.com/videos/travel/2023/04/18/century-old-shipwrecks-lake-superior-discovery-contd-orig-zt.cnn","2023-04-18 19:29:01","The Great Lakes Shipwreck Historical Society has found two of three ships that sank in the same Lake Superior storm more than a century ago, locating one in 2021 and the other in 2022.","[""General""]",NULL
43,"Erotic images of seniors show sex and intimacy in new light","https://www.cnn.com/style/article/marilyn-minter-artist-elder-sex/index.html","2023-04-18 03:24:57","What does intimacy look like for seniors? There's no end to sex scenes and other steamy content featuring the young and unwrinkled, but past a certain age, popular culture largely draws a blank — or treats sex as a punchline.","[""General""]",NULL
44,"China's economy is off to a solid start, rising 4.5% in Q1 2023","https://www.cnn.com/2023/04/17/economy/china-gdp-q1-2023-intl-hnk/index.html","2023-04-18 07:01:12","China's economy is off to a solid start in 2023 following its emergence from three years of strict pandemic restrictions.","[""General""]",NULL
45,"Even when wives make as much as husbands, they still do more at home","https://www.cnn.com/2023/04/16/success/husbands-wives-earning-division-of-labor-pew-survey/index.html","2023-04-16 17:29:49","• Four out of the five US metro areas with the lowest unemployment are in Florida. Here's why
• Opinion: The overlooked problem with raising the retirement age for Social Security","[""General""]",NULL
46,"McDonald's is upgrading its burgers","https://www.cnn.com/2023/04/17/business/mcdonalds-burgers/index.html","2023-04-17 16:31:30","McDonald's, which has been focusing on upgrading its core items to boost sales, is rolling out a series of changes designed to improve its signature burgers.","[""General""]",NULL
47,"Google-parent stock drops on fears it could lose search market share to AI-powered rivals","https://www.cnn.com/2023/04/17/tech/google-ai-search-engine-stock-drop/index.html","2023-04-17 15:52:19","Shares of Google-parent Alphabet fell more than 3% in early trading Monday after a report sparked concerns that its core search engine could lose market share to AI-powered rivals, including Microsoft's Bing.","[""General""]",NULL
48,"Bidets save you money and reduce waste — we tested the best options out there","https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.388697","No description","[""General""]",NULL
49,"50+ products to make your life easier and our planet cleaner","https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.391715","No description","[""General""]",NULL
50,"Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love","https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.393703","No description","[""General""]",NULL
51,"A head-to-toe guide of how men should dress this spring, and where they should shop","https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.395739","No description","[""General""]",NULL
52,"42 of the most useful travel products you can buy on Amazon","https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.397713","No description","[""General""]",NULL
53,"The 7 best high-yield savings accounts of April 2023","https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.400714","No description","[""General""]",NULL
54,"Taxes are due tomorrow. Here's how to file for an extension","https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.404702","No description","[""General""]",NULL
55,"Composting is an easy way to reduce food waste. Here's how to do it","https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.406709","No description","[""General""]",NULL
56,"We stopped using aluminum foil for cooking and you should too. Here's what to use instead","https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.408219","No description","[""General""]",NULL
57,"The beloved Dyson Supersonic hair dryer is at its lowest price ever","https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.410252","No description","[""General""]",NULL
58,"Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year","https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.412226","No description","[""General""]",NULL
59,"The 10 best Amazon deals to shop this week","https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer","2024-10-09 10:50:14.413225","No description","[""General""]",NULL
60,"Mifepristone saved my life","https://www.cnn.com/2023/04/18/opinions/medication-abortion-mifepristone-miscarriage-jones-ctpr/index.html","2023-04-18 11:30:00","The ruling earlier this month by a Texas federal judge to suspend the US Food and Drug Administration's approval of a drug that is used frequently for medication abortions, is very personal for me.","[""General""]",NULL
61,"The 2024 presidential alternative many voters will want","https://www.cnn.com/2023/04/18/opinions/2024-presidential-election-alternative-voters-lieberman","2024-10-09 10:50:14.415226","No description","[""General""]",NULL
62,"Why isn't the House Judiciary Committee looking into Thomas?","https://www.cnn.com/2023/04/17/opinions/jim-jordan-clarence-thomas-judiciary-committee-obeidallah/index.html","2023-04-17 11:37:37","On Monday, the GOP-controlled House Judiciary Committee — chaired by Donald Trump ally Rep. Jim Jordan — is set to hold a field hearing in New York City called ""Victims of Violent Crime in Manhattan."" A statement bills the hearing as an examination of how, the Judiciary Committee says, Manhattan District Attorney Alvin Bragg's policies have ""led to an increase in violent crime and a dangerous community for New York City residents.""","[""General""]",NULL
63,"Top secrets come spilling out","https://www.cnn.com/2023/04/16/opinions/top-secrets-come-spilling-out-opinion-column-galant/index.html","2023-04-16 11:22:36","In 1917, British analysts deciphered a coded message the German foreign minister sent to one of his country's diplomats vowing to begin ""unrestricted submarine warfare"" and seeking to win over Mexico with a promise to ""reconquer the lost territory in Texas, New Mexico and Arizona"" if the US entered the world war. When it became public, the Zimmerman Telegram caused a sensation, helping propel the US into the conflict against Germany.","[""General""]",NULL
64,"How did Sudan go from casting off despotic rule to this?","https://www.cnn.com/2023/04/17/opinions/sudan-revolution-to-civil-war-lynch/index.html","2023-04-17 22:45:23","Four years ago, almost to the day, the people of Sudan were celebrating a revolution after overthrowing longtime dictator Omar al-Bashir. Now the East African country faces the possibility of a complete collapse similar to the chaos we see today in Yemen or Libya.","[""General""]",NULL
65,"Michelle Yeoh set to return in new 'Star Trek' movie","https://www.cnn.com/2023/04/18/entertainment/michelle-yeoh-star-trek-section-31/index.html","2023-04-18 19:11:23","Live long and prosper, Michelle Yeoh.","[""General""]",NULL
66,"Recap: 'Succession' finds dark humor in the aftershocks","https://www.cnn.com/2023/04/16/entertainment/succession-season-4-episode-4-recap/index.html","2023-04-17 02:28:12","After the shock came the aftershocks, the power vacuum, and perhaps most significantly and impressively, the laughs, as ""Succession"" pivoted to face life after Logan Roy, in an episode that finally put the HBO show's title into full flower.","[""General""]",NULL
67,"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it","https://www.cnn.com/2023/04/14/entertainment/yellowjackets-90s-music/index.html","2023-05-01 23:02:04","Of the many dark gifts Showtime's eerie hit series ""Yellowjackets"" serves up for us, the juiciest this season is by far the music.","[""General""]",NULL
68,"Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident","https://www.cnn.com/2023/04/16/entertainment/jeremy-renner-update/index.html","2023-04-16 19:04:10","Jeremy Renner is continuing his recovery after his devastating snowplow accident in January, and recognizing those who've helped him along the way.","[""General""]",NULL
69,"Review: 'Barry' takes a whack at its farewell season","https://www.cnn.com/2023/04/14/entertainment/barry-season-4-review/index.html","2023-04-14 12:33:08","""Barry"" has taken chances from the very beginning, which is certainly true of a fourth and final season that picks up where the third left off, with its hitman-turned-wannabe actor getting arrested. That paves the way for an even darker season that accentuates the show's ensemble aspect while leaning a little too heavily on blurring lines with flights of fancy.","[""General""]",NULL
70,"Domino's brings back 'emergency pizza' promotion that drove sales","https://qz.com/domino-emergency-pizza-promo-sales-driver-retail-1851668274","2024-10-08 21:05:00","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/a7730e3eed3baeb60266658baba7aa18.jpg"" /><p>Pizza is an emergency. At least, Domino’s thinks so.<br /></p><p><a href=""https://qz.com/domino-emergency-pizza-promo-sales-driver-retail-1851668274"">Read more...</a></p>","[""dominos"", ""pizza"", ""domino"", ""russell john weiner"", ""pizza hut"", ""jubilant foodworks"", ""uber eats"", ""postmates"", ""business finance"", ""kate trumbull"", ""amazon""]","https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/a7730e3eed3baeb60266658baba7aa18.jpg"
71,"Can Costco compete online without killing the 'treasure hunt'?","https://qz.com/can-costco-compete-online-without-killing-the-treasure-1851668136","2024-10-08 19:55:00","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/0c672590f6132062d82b310a09a90df7.jpg"" /><p>As <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/costco-platinum-bars-gold-and-silver-retail-consumers-1851663436"" rel=""noopener noreferrer"" target=""_blank"">Costco Wholesale</a> (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/COST"" rel=""noopener noreferrer"" target=""_blank"">COST</a>) ventures further into e-commerce, it faces the daunting task of expanding its online presence without sacrificing the unique “treasure hunt” shopping experience that defines its warehouses.<br /></p><p><a href=""https://qz.com/can-costco-compete-online-without-killing-the-treasure-1851668136"">Read more...</a></p>","[""costco"", ""walmart"", ""costco wholesale"", ""warehouse clubs"", ""e commerce"", ""online marketplace"", ""technology internet"", ""store"", ""business finance"", ""online shopping"", ""uber"", ""amazon"", ""shelby mcfaddin"", ""non store retailing"", ""instacart""]","https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/0c672590f6132062d82b310a09a90df7.jpg"
72,"Americans are slowing down on their credit card spending — here’s why","https://qz.com/credit-card-spending-is-slowing-among-consumers-heres-1851667829","2024-10-08 19:35:00","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/daf3ac95f34c35d8c412f3ed0452fc3c.jpg"" /><p> Americans are slowing down on their <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/credit-cards-jd-power-rankings-points-miles-fees-1851623205"" rel=""noopener noreferrer"" target=""_blank"">credit card</a> purchases, according to <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.federalreserve.gov/releases/g19/current/"" rel=""noopener noreferrer"" target=""_blank"">recent data from the Federal Reserve’s consumer credit report</a>.<br /></p><p><a href=""https://qz.com/credit-card-spending-is-slowing-among-consumers-heres-1851667829"">Read more...</a></p>","[""credit"", ""credit card"", ""business finance"", ""credit history"", ""bankrate"", ""debt"", ""ted rossman"", ""credit card debt"", ""personal finance""]","https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/daf3ac95f34c35d8c412f3ed0452fc3c.jpg"
73,"Lyft rolls out new payment measures to gain more drivers","https://qz.com/lyft-will-start-charging-riders-extra-if-they-make-driv-1851667604","2024-10-08 18:59:59","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/adf17bcc0a24692bb1b102311069f92c.jpg"" /><p><a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/lyft-layoffs-citibike-ebikes-1851639456"" rel=""noopener noreferrer"" target=""_blank"">Lyft</a> says it plans to attract more drivers to its ride-hailing platform by unveiling new payment measures for longer-than-estimated rides. These measures from the company come as Lyft (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/LYFT"" rel=""noopener noreferrer"" target=""_blank"">LYFT</a>) is looking to entice new drivers and retain current drivers on its platform.</p><p><a href=""https://qz.com/lyft-will-start-charging-riders-extra-if-they-make-driv-1851667604"">Read more...</a></p>","[""lyft"", ""uber"", ""carsharing"", ""ridesharing company"", ""location based software"", ""merit america"", ""business finance"", ""jeremy bird"", ""fasten"", ""lyft and uber drivers strikes"", ""technology internet""]","https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/adf17bcc0a24692bb1b102311069f92c.jpg"
74,"FAANG and data center stocks are a buy to cash in on AI's next phase, strategist says","https://qz.com/faang-data-center-stocks-cash-in-on-ais-next-phase-1851668061","2024-10-08 18:29:00","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/519c11d1832ea37c102116156c28cd9c.jpg"" /><p>Tejas Dessai, director of research at Global X, spoke with Quartz for the latest installment of our “Smart Investing” video series.</p><p><a href=""https://qz.com/faang-data-center-stocks-cash-in-on-ais-next-phase-1851668061"">Read more...</a></p>","[""data center"", ""hyperscale computing"", ""amd"", ""artificial intelligence"", ""fabless semiconductor companies"", ""global x"", ""tejas dessai"", ""ibm"", ""broadcom"", ""foxconn"", ""intel"", ""digital realty"", ""big tech"", ""equinix"", ""nvidia"", ""microsoft"", ""technology internet"", ""ai boom""]","https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/519c11d1832ea37c102116156c28cd9c.jpg"
75,"Luxury car sales are tanking as drivers look for cheaper options","https://qz.com/cheap-affordable-vehicle-sales-grow-luxury-fall-prices-1851667915","2024-10-08 18:25:58","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/0bd44e28068f3d7fa06f027fea24f365.jpg"" /><p>After years of buying expensive vehicles and looking for luxury, more and more consumers are going all-in on cheaper — but reliable — cars that just get the job done well.<br /></p><p><a href=""https://qz.com/cheap-affordable-vehicle-sales-grow-luxury-fall-prices-1851667915"">Read more...</a></p>","[""electric vehicle conversion"", ""electric vehicle"", ""ford motor company"", ""mitsubishi mirage"", ""kevin roberts"", ""nissan"", ""technology internet"", ""mitsubishi"", ""business finance"", ""adam jonas"", ""automotive industry"", ""nissan versa"", ""cargurus""]","https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/0bd44e28068f3d7fa06f027fea24f365.jpg"
